iid,i_year,i_Action,i_Adventure,i_Animation,i_Children's,i_Comedy,i_Crime,i_Documentary ,i_Drama ,i_Fantasy ,i_Film-Noir ,i_Horror ,i_Musical ,i_Mystery ,i_Romance ,i_Sci-Fi ,i_Thriller ,i_War ,i_Western,i_Other
6680,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6681,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6682,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6683,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6684,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6685,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6686,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6687,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6688,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
6689,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6690,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6691,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6692,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6693,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6694,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6695,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6696,6,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
6697,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6698,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6699,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6700,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6701,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6702,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6703,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6704,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6705,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
6706,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6707,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6708,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6709,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6710,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6711,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6712,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6713,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6714,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6715,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6716,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6717,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6718,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6719,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6720,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
6721,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6722,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6723,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6724,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6726,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6727,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6728,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6729,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6730,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6731,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6732,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6733,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6734,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6735,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6736,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6737,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6738,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6739,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6740,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6741,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6742,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6743,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6744,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6745,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6746,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6747,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
6748,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
6749,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6750,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6752,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6753,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6754,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6755,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6756,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6757,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6758,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6759,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6760,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6761,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6762,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6763,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6764,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6765,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6766,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6767,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6768,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6769,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6770,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6771,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6772,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6773,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6774,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6775,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6776,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6777,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6778,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6779,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6780,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6781,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6782,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6783,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6784,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6785,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6786,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6787,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6788,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6789,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
6790,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6791,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
6792,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6793,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6794,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6795,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6796,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6797,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6798,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6799,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6800,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6801,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6802,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6803,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6804,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6805,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6806,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6807,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6808,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6809,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6810,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6811,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
6812,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6813,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6814,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6815,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6816,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6817,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6818,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6819,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6820,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6821,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6822,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6823,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6824,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6825,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6826,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6827,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6828,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6829,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6830,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6831,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6832,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6833,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6834,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6835,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
6836,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6837,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6838,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6839,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
6840,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6841,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6842,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6843,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6844,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6845,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6846,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6847,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6848,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6849,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6850,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6851,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6852,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6853,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6854,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6855,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6856,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6857,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6858,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6859,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6860,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6861,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6862,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6863,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6864,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6865,5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6867,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6868,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6869,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6870,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6871,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6872,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6873,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6874,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6875,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6876,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6877,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6878,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6879,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6880,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6881,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6882,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6883,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6884,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6885,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6886,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6887,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6888,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6889,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6890,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6891,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6892,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
6893,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6894,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6895,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6896,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6897,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6898,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6899,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6901,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6902,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6903,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6904,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6905,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6906,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6907,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6908,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6910,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6911,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6912,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6913,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6914,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6915,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6916,7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
6917,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6918,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6919,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6920,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6921,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6922,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6923,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6924,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6925,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6926,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6927,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6928,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6929,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6930,7,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
6931,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6932,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6933,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6934,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6935,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6936,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6937,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6938,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6939,6,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
6940,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6941,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6942,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6943,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
6944,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6945,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6946,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6947,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6948,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6949,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6950,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6951,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6952,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6953,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6954,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6955,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6956,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6957,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6958,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6959,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6960,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6961,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6962,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6963,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6964,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6965,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6966,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6967,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6968,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6969,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6970,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6971,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6972,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6974,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6975,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6976,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6977,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6978,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6979,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6980,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6982,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
6983,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6984,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6985,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6986,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6987,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
6988,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6989,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6990,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6992,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6993,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6994,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6995,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6996,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6998,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7000,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
7001,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
